"CASE"	"SERIAL"	"REF"	"QUESTNNR"	"MODE"	"STARTED"	"AG01"	"AG01_01"	"AG01_02"	"AG01_03"	"AG01_04"	"AG01_05"	"AG01_06"	"AG01_07"	"AG01_07a"	"AG02_01"	"AG03_01"	"AG03_02"	"AG03_03"	"AG03_04"	"AG03_05"	"AG03_06"	"AG03_07"	"AG03_08"	"AG03_09"	"AG03_10"	"AG03_11"	"AG04_01"	"AG05_01"	"AG05_02"	"AG05_03"	"AG05_04"	"AG05_05"	"AG05_06"	"AG05_07"	"AG05_08"	"AG05_09"	"AG05_10"	"AG05_11"	"AG05_12"	"AG05_13"	"AG05_14"	"AG05_15"	"AG05_16"	"AG05_17"	"AG05_18"	"AG06_01"	"AG06_02"	"AG06_03"	"AG06_04"	"AG06_05"	"AG06_06"	"AG06_07"	"AG06_08"	"AG06_09"	"AG06_10"	"AG06_11"	"AG06_12"	"AG08_01"	"AG10_01"	"AG10_02"	"CO01_01"	"CO01_02"	"CO01_03"	"CO02_01"	"CO02_02"	"CO02_03"	"CO03_01"	"CO03_02"	"CO03_03"	"CO03_04"	"CO03_05"	"CO03_06"	"CO03_07"	"CO03_08"	"CO04_01"	"CO04_02"	"CO04_03"	"CO04_04"	"CO04_05"	"CO04_06"	"CO04_07"	"CO04_08"	"CO05_01"	"CO05_02"	"CO05_03"	"CO05_04"	"CO05_05"	"CO05_06"	"CO05_07"	"CO05_08"	"CO06_01"	"CO07_01"	"CO08_01"	"CO11_01"	"CO11_02"	"GI01_01"	"GI01_02"	"GI01_03"	"GI01_04"	"GI01_05"	"GI01_07"	"GI01_08"	"GI01_09"	"GI02_01"	"GS01_01"	"GS01_02"	"GS01_03"	"GS01_04"	"GS01_05"	"GS01_06"	"GS01_07"	"GS02_01"	"GS02_02"	"GS02_03"	"RWA_01"	"RWA_02"	"RWA_03"	"SDO_01"	"SDO_02"	"SDO_03"	"SX_01"	"SX_02"	"SX_03"	"SX_04"	"SX_05"	"SX_06"	"TX_01"	"TX_02"	"TX_03"	"TX_04"	"TX_05"	"TX_06"	"TX_07"	"TX_08"	"SD01"	"SD01_01"	"SD01_02"	"SD01_03"	"SD01_04"	"SD01_05"	"SD02"	"SD03"	"SD04"	"SD04_04"	"SD05"	"SD06"	"SD06_10"	"SD07"	"SD08_01"	"SD09"	"SD10_01"	"SD11"	"SD12_01"	"SD14"	"SD15"	"SN01_01"	"SN01_02"	"SN01_03"	"SN01_04"	"SN01_05"	"SN01_06"	"SN01_07"	"SN01_08"	"SN01_09"	"SN02_01"	"SN02_02"	"SN02_03"	"SN02_04"	"SN02_05"	"SN02_06"	"SN02_07"	"SN02_08"	"SN02_09"	"SN04_01"	"SO01_01"	"XX03"	"XX12"	"XX19"	"XX21"	"TIME002"	"TIME004"	"TIME005"	"TIME006"	"TIME007"	"TIME008"	"TIME009"	"TIME010"	"TIME011"	"TIME012"	"TIME013"	"TIME014"	"TIME015"	"TIME016"	"TIME017"	"TIME018"	"TIME019"	"TIME020"	"TIME021"	"TIME022"	"TIME024"	"TIME026"	"TIME_SUM"	"MAILSENT"	"LASTDATA"	"FINISHED"	"Q_VIEWER"	"LASTPAGE"	"MAXPAGE"	"MISSING"	"MISSREL"	"TIME_RSI"
794		"9493"	"base"	"interview"	2024-03-20 15:27:36	1	F	T	F	F	F	F	F		"Sehr geehrte/r A. Hausach ...
(Wenn möglich würde ich aber eher das Geschlecht vorher in Erfahrung bringen und entsprechend Herr/Frau etc. schreiben) "	5	5	5	5	5	5	5	5	5	5	5	91	2	1	3	2	1	1	2	3	1	2	2	4	4	3	4	1	1	5	4	5	5	5	5	5	4	4	5	-1	-1	-1				1	1	3	1	1	1																												3	2	5	5		5		5	4	4		5	4	4	4	4	4	4	3	4	1	1	1	5	3	2	2	1	1	2	1	1	1	3	3	2	4	5	5	5	2	1	T	F	F	F	F	6	6	1		2	7				2	"Psychologie"		5	1	2	86	41	86	71	86	91	71	76	86	91	41	56	61	71	71	71	76	86			2	1	1	1	19		8	12	14	46	230	123	45	56		219	183	249	30	54	32	41		18	6		1385		2024-03-20 15:50:41	T	F	24	24	4	1	0.68
795			"base"	"interview"	2024-03-20 15:28:51	1	F	T	F	F	F	F	F		"Guten Tag,"	4	4	3	4	4	4	2	3	3	3	5	62	5	3	4	4	3	1	2	4	4	4	4	4	3	3	4	4	2	4	1	3	3	4	4	4	3	3	4	3	2	1				7	2	3	2	1	2	6	4	2	6	2	5	7	1	3	3	1	2	2	2	1	1	4	2	1	5	1	1	1	1				2	1	4	4		5		4	5	3		4	3	4	4	3	3	3	2	1	3	1	4	4	2	3	2	3	1	1	1	1	2	1	1	2	5	3	5	2	3	1	T	F	F	F	F	3	3	1		5	7				5	"Bachelor of laws"		4	1	2	38	25	78	49	75	-9	45	51	10	12	30	47	48	55	-9	40	36	15			2	1	1	1		16	7	7	10	61	78	106	43	42	135	110	2502	239	12	69	37	44		13		5	1172		2024-03-20 16:27:47	T	F	26	26	7	2	0.86
799		"5710"	"base"	"interview"	2024-03-20 18:28:14	1	F	T	F	F	F	F	F		"Gar nicht, ich würde vorher recherchieren. "	5	5	5	5	5	5	5	5	5	5	5	92	4	1	3	2	1	1	1	5	1	3	1	5	3	4	5	1	1	4	4	4	4	4	4	4	2	4	5	2	-1	-1	"Respekt vor anderen und der Wunsch von anderen respektiert zu werden. "			4	1	1	3	1	1	6	1	4	4	3	1	7	1																				6	3	2	4		2		4	3	4	"Neurodivergente Personen"	4	3	4	4	4	5	5	3	3	4	1	1	4	2	1	3	1	1	1	1	1	1	1	1	1	5	4	5	3	1	1	T	F	F	F	F	3	9	3		1	7				2	"Psychologie"		0	1	2	83	17	61	44	93	70	78	85	78	91	25	72	69	70	72	75	91	76	"Internationale Kommunikation"	"Die FernUni als solche stellt für viele ja bereits eine große Chance dar, aber (als betroffene Person) empfinde ich den Aufbau der Online-Präsenz beeinträchtigend für viele neurodivergente Menschen, gerade im Vergleich zu einigen Präsenzunis die einen deutlich einfacheren und übersichtlicheren Zugriff auf Online-Funktionen (die auch hier verwendet werden) ermöglichen -> siehe Moodle-App "	2	1	1	1	7		6	6	40	92	341	192	43	51	39	189	273	143	191	53	27	99		11	2		1626		2024-03-20 18:58:19	T	F	24	24	1	0	0.84
800		"9880"	"base"	"interview"	2024-03-20 18:29:13	2	T	T	F	F	F	F	F		"Hallo A. Hausach,

uns ist aufgefallen, dass"	2	2	1	2	2	2	1	1	3	1	2	26	3	5	4	5	2	1	5	5	5	5	2	4	1	1	5	5	5	5	3	4	4	4	5	5	1	3	4	1	1	1				7	1	4	5	1	1	4	3	3	3	3	7	7	1									4	3	1	3	1	1	1	1				3	3	3	5		5		3	3	2	"Homosexuelle"	4	4	4	5	4	5	5	3	3	1	1	2	3	4	4	1	5	5	5	1	4	3	1	1	5	2	5	5	5	5	1	T	F	F	F	F	7	11	2		2	7				2	"Psychologie"		0	1	2	26	31	101	71	101	76	71	31	46	26	36	101	51	101	51	51	31	66			2	1	1	1	4		3	3	4	50	41	138	35	80	72	142	99	180	5	37	19	16		35	2		965		2024-03-20 18:45:18	T	F	24	24	4	1	1.42
801		"3205"	"base"	"interview"	2024-03-20 18:34:37	1	F	F	T	F	F	F	F		"Sehr geehrte*r A. Hausach"	5	5	5	5	5	5	5	5	5	5	5	94	1	1	2	2	1	1	2	1	4	4	2	5	3	4	3	1	1	5	3	4	4	5	4	4	-1	4	-1	4	-1	-1	"Ich nutze geschlechtergerechte Sprache oft nicht aus Sorge vor Kritik und Ablehnung, so dass mein Anliegen nicht mehr im Vordergrund steht sondern eine Diskussion über den Sprachgebrauch startet."			3	1	3	1	1	1	3	2	1	1	1	1	1	1									3	2	1	1	1	1	1	1				2	1	2	4		3		4	4	4	"Mütter"	5	4	4	4	3	4	4	1	1	2	1	2	4	1	3	2	1	1	2	1	1	1	2	1	2	5	4	5	1	2	1	T	F	F	F	F	3	3	1		2	8				2	"Psychologie"		5	1	2	55	25	90	73	92	66	67	53	66	90	33	97	87	96	88	91	43	58			2	1	1	1	16		41	9	6	54	192	93	65	30	48	148	223	328	5	25	31	36		10	3		1327		2024-03-20 18:57:20	T	F	24	24	3	0	1.04
804		"17431"	"base"	"interview"	2024-03-20 18:49:09	2	F	T	F	F	T	F	F		"Guten Tag A. Hausach,"	3	4	2	4	4	4	2	2	4	3	4	45	3	3	2	4	1	1	1	3	3	3	5	4	4	3	4	2	2	3	2	5	5	5	4	4	3	4	5	3	-1	2	"Bereichsspezifisch - Rede ich mit Kindern über Berufe ist geschlechtsgerechte Sprache wichtiger, als bei freundschaftlichen Gesprächen in denen ich mich als Frau selbst als ""Student"" bezeichne."			3	3	3	1	1	1	3	2	1	4	1	1	3	3	1	3	1	1	1	1	1	1	4	3	1	2	1	1	1	1				3	2	4	4		4		3	4	2		4	5	4	4	3	4	4	2	2	2	2	1	5	2	1	3	1	1	2	1	2	2	1	1	1	5	5	5	1	3	1	T	F	F	F	F	1	9	1		2	7				2	"Psychologie "		5	1	2	64	43	98	81	97	78	81	37	64	49	33	74	70	76	78	80	69	56			2	1	1	1	4		3	32	8	68	194	91	26	22	81	105	165	143	16	35	33	19		6	2		1053		2024-03-20 19:06:42	T	F	24	24	5	1	1.22
805		"12046"	"base"	"interview"	2024-03-20 19:24:48	1	F	T	F	F	F	F	F		"A. Hausach

Ich schreibe ihnen ... "	4	4	3	4	4	4	3	3	4	4	3	51	4	3	4	3	3	1	3	4	4	3	1	4	4	3	4	2	3	4	2	2	1	2	1	3	2	2	3	3	2	1				1	2	2	1	1	1									1	3	1	1	2	1	2	2	2	3	1	2	2	1	1	1				3	1	3	1		5		4	2	4		4	5	5	5	5	4	5	1	1	1	1	3	5	3	2	2	5	5	1	1	2	1	1	1	3	5	5	5	3	5	1	T	F	F	F	F	10	10	2		1	9				2	"Psychologiw"		2	2	2	78	45	82	64	95	22	32	35	42	72	41	99	87	79	1	51	39	37			2	1	1	1	7		4	4	3	27	56	67	23	12	41	91	86	101	5	27	12	9		6	3		584		2024-03-20 19:34:32	T	F	24	24	5	1	1.93
806		"9391"	"base"	"interview"	2024-03-20 19:33:54	1	F	F	T	F	F	F	F		"Liebe*r A. Hausach"	5	5	5	5	5	5	5	5	5	5	5	85	1	1	2	1	1	1	1	2	1	1	1	5	5	5	5	1	1	5	4	5	5	5	5	4	4	4	4	4	-1	-1				5	3	4	1	1	1	4	1	2	1	1	2	2	1	1	3	1	1	1	1	1	1	4	3	1	5	1	1	1	1				1	1	5	5		5		5	5	2	"Expat/Migrant_innen"	5	5	5	5	4	5	4	3	3	3	1	1	5	1	1	1	1	1	1	1	1	1	1	1	1	5	5	5	1	1	1	T	F	F	F	F	6	7	1		3	8				2	"bachelor psychologie"		3	2	2	30	64	81	57	83	44	45	65	70	39	56	79	57	92	75	61	65	77			2	1	1	2	7		7	4	6	82	68	87	220	47	152	279	157	133	6	63	126	40		12			1310		2024-03-20 19:58:50	F	F	22	22	5	1	0.95
807		"7432"	"base"	"interview"	2024-03-20 19:36:38	3	T	T	T	F	F	F	F			3	4	3	4	4	4	3	3	4	4	3	56	2	1	5	5	5	1	5	5	5	2	2	1	3	1	2	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4				6	1	3	1	1	1	2	2	2	1	2	6	1	1									2	3	2	1	3	1	1	1				1	1	4	4		4		5	4	2		5	5	5	5	5	5	5	1	1	4	3	2	2	3	1	4	2	1	3	1	2	3	4	2	4	2	5	5	3	5	1	T	F	F	F	F	8	9	1		2	8				2	"Psychologie"		4	2	2	90	91	82	87	89	88	90	86	36	31	87	91	86	82	97	91	59	24			2	1	1	1	16		10	4	6	56	126	411	18	40	137	155	166	218	5	62	36	26		11	2		1505		2024-03-20 20:01:44	T	F	24	24	6	1	1.06
808		"3934"	"base"	"interview"	2024-03-20 19:52:21	1	F	F	F	F	F	T	F			4	4	2	3	2	3	3	3	3	3	2	66	3	2	3	4	2	5	2	3	3	3	2	3	3	3	3	2	3	5	3	4	5	5	5	5	4	4	4	4	4	5				4	5	5	4	3	4	6	6	5	5	5	5	5	5	5	4	4	4	3	4	4	4	5	5	4	3	5	5	4	5				4	4	3	3		3		3	2	3		2	3	4	2	3	4	3	3	2	2	3	3	2	3	3	3	2	3	2	2	2	1	2	2	3	2	3	2	3	4	1	T	F	F	F	F	3	4	3		-9	3				2	"psychologie"		0	1	2	31	31	31	44	31	31	21	43	50	49	46	48	48	46	43	41	36	36			2	1	1	1	4		3	5	7	12	6	22	8	6	29	21	19	24	5	19	19	9		5	6		229		2024-03-20 19:56:10	T	F	24	24	7	2	2.41
810			"base"	"interview"	2024-03-20 19:59:45	1	F	T	F	F	F	F	F		"Sehr geehrte Herr/Frau Hausach"	4	3	1	4	5	5	1	2	4	2	4	72	4	3	5	5	2	1	5	3	5	4	1	5	1	2	4	5	5	3	1	4	1	3	5	4	2	3	5	1	1	1				5	1	3	1	1	1	4	1	2	3	1	1	3	1									3	4	3	3	1	1	1	1				1	1	5	5		2		5	1	3	"Familie"	5	5	5	5	3	5	5	4	4	3	1	4	5	1	4	3	3	2	4	1	1	1	1	1	5	3	5	5	5	5	1	T	F	F	F	F	4	11	1		2	10	"Master of Science"			1	"Bildungswissenschaften B.A."		1	1	2	18	73	90	69	95	54	38	64	21	26	74	80	47	101	22	46	65	18			2	1	1	1		10	5	6	15	40	59	92	21	26	54	77	88	106	5	55	25	14		12		3	713		2024-03-20 20:11:38	T	F	26	26	4	1	1.46
811		"12832"	"base"	"interview"	2024-03-20 20:12:52	1	F	T	F	F	F	F	F		"Guten Tag A.Hausach,"	1	1	2	3	1	2	1	1	2	2	2	21	4	5	5	5	4	1	4	5	5	4	5	3	3	1	1	3	1	4	1	1	3	1	1	2	1	1	3	1	1	1				4	3	2	1	1	1	3	1	2	1	1	4	2	3	1	1	1	1	1	1	1	1	4	1	2	3	1	1	1	1				3	1	5	5		5		5	3	4		5	4	5	5	4	5	5	3	4	3	2	3	4	3	1	4	3	3	3	1	1	1	1	1	5	5	5	5	4	5	1	T	F	F	F	F	9	9	1		2	5				2	"Psychologie "		0	1	2	1	21	101	69	101	79	70	15	7	92	29	101	76	101	71	68	23	20			2	1	1	1	12		6	8	8	53	151	120	84	79	233	158	211	174	14	55	38	37		52	12		1505		2024-03-20 20:37:57	T	F	24	24	5	1	0.7
815		"8380"	"base"	"interview"	2024-03-20 21:04:55	2	F	T	T	F	F	F	F		"Sehr geehrte Damen und Herren"	5	5	4	5	5	5	5	5	5	4	5	101	1	1	2	2	1	1	1	3	2	3	1	4	3	5	3	1	1	5	4	3	3	3	4	4	4	3	4	2	-1	-1				6	1	4	4	1	1	5	1	4	1	1	7	7	1									5	1	3	1	1	1	4	1				2	1	4	4		4		4	3	4		5	3	3	4	4	4	4	3	4	4	1	1	5	2	1	1	3	2	2	1	1	2	1	1	1	5	5	5	1	1	1	T	F	F	F	F	3	6	1		1	7				2	"Psychologie"		0	1	2	76	31	86	51	91	41	51	61	91	91	26	91	51	91	51	51	86	91			2	1	1	1	15		5	4	15	30	81	71	30	27	65	188	104	106	18	48	26	52		9	2		896		2024-03-20 21:19:51	T	F	24	24	5	1	1.17
816			"base"	"interview"	2024-03-20 21:15:47	2	F	F	F	F	T	F	T	"Student:innen"	"Liebe:r A. Hausach,
....."	5	5	1	5	5	5	2	2	2	1	5	51	5	4	1	5	2	1	1	4	2	1	4	5	4	4	5	1	1	1	1	3	5	3	4	4	-1	3	5	2	1	1	"Sprache beeinflusst kommendes Denken und Handlungen. Gendergerechte Sprache kann vielleicht mithelfen, bestehende Herrschaftsverhältnisse abzuschwächen."			4	3	3	1	1	1	5	4	3	3	4	4	1	1	1	2	1	1	2	1	1	1	4	3	3	2	2	1	1	1			"Seminare"	1	1	2	3		3		5	3	2	"Menschen, die ökologisch leben"	4	2	3	5	4	5	5	1	1	1	1	1	5	3	1	2	3	1	1	2	2	1	1	1	1	1	5	5	1	5	1	T	F	F	F	F	1	3	2		5	7				1	"BA Kulturwissenschaften"		4	1	2	2	10	76	30	73	47	10	10	10	6	17	40	29	67	16	7	5	8			2	1	1	1		6	5	7	21	94	126	141	41	81	237	163	310	197	29	58	47	41		29		24	1657		2024-03-20 21:43:24	T	F	26	26	3	0	0.7
817		"10597"	"base"	"interview"	2024-03-20 21:18:43	1	T	F	F	F	F	F	F		"Sehr geehrte(r) Herr/Frau Hausach"	1	1	1	1	1	1	1	1	1	1	1	9	1	5	5	5	5	1	5	1	5	5	5	1	1	1	2	1	3	3	1	1	1	1	1	1	1	1	1	1	-1	-1				4	1	4	1	1	1	4	1	3	3	1	3	1	3									3	3	1	1	1	1	1	1				1	1	4	3		4		3	3	2	"Fußballmannschaft"	5	5	5	5	5	5	5	2	2	2	5	3	5	5	5	5	2	5	5	3	1	5	1	1	5	5	5	5	2	5	1	T	F	F	F	F	2	2	2		1	7				2	"Psychologie"		0	1	2	14	26	63	63	101	40	38	15	12	41	45	101	50	101	44	48	30	29			2	1	1	1	4		9	6	13	772	1733	41	10	281	41	279	113	149	3	23	19	14		6	2		920		2024-03-20 22:17:21	T	F	24	24	4	1	1.44
818		"12562"	"base"	"interview"	2024-03-20 21:22:41	3	T	T	F	F	T	F	F			2	3	3	3	3	4	2	3	2	2	4	16	4	4	3	1	3	2	4	4	4	3	4	3	2	2	3	3	3	2	1	2	3	3	3	3	2	-1	4	-1	-1	-1				6	1	2	5	1	1	1	4	4	1	4	4	4	1									2	1	1	1	1	3	3	1				2	2	4	3		3		3	3	1		4	4	4	3	3	3	3	3	4	1	2	3	3	2	2	3	4	4	3	3	3	3	3	2	4	3	3	3	3	4	1	T	F	F	F	F	9	8	1		1	7				2	"psychologie"		0	1	2	5	13	67	71	82	51	85	40	2	5	37	61	74	65	49	78	36	4			2	1	1	1	7		10	5	15	38	42	164	33	61	82	174	175	226	4	51	32	38		10	3		1170		2024-03-20 21:42:11	T	F	24	24	6	1	1.1
819			"base"	"interview"	2024-03-20 21:40:36	2	T	T	F	F	F	F	F		"Hallo A. Hausach"	3	3	3	3	3	3	3	3	3	3	3	1	5	3	3	5	1	1	2	5	4	5	5	3	1	3	3	3	5	3	1	4	4	4	4	4	-1	4	4	4	4	4				7	4	4	2	1	1	4	3	7	4	1	4	5	4	4	4	4	3	3	1	1	1	3	4	3	3	3	1	1	1				1	1	5	3		5		5	3	3		5	5	5	5	5	5	5	1	1	2	1	2	4	3	3	3	3	1	3	1	1	1	1	1	2	5	5	5	3	2	1	T	F	F	F	F	3	3	1		2	8				4	"Informatik"		0	1	2	22	51	51	51	101	51	51	51	51	32	51	71	51	71	51	29	21	51			2	1	1	1		6	6	11	10	47	74	72	44	53	107	167	132	137	8	67	24	36		18		27	1046		2024-03-20 21:58:02	T	F	26	26	5	1	0.98
820		"11482"	"base"	"interview"	2024-03-20 21:44:14	4	T	T	T	F	T	F	F		"Guten Tag A. Hausach, 

... "	3	3	3	3	3	3	3	3	3	3	3	51	4	2	3	5	5	1	3	4	5	4	3	5	3	2	4	4	2	2	4	4	5	4	5	5	3	4	5	4	-1	-1				5	3	1	4	2	1	3	1	1	1	1	4	7	1	1	2	1	1	1	1	1	1												2	2	3	3		5		4	3	2	"People of Color"	5	3	2	5	4	2	2	3	3	3	1	2	5	3	2	2	1	3	1	1	1	1	1	2	3	4	5	5	4	4	1	T	F	F	F	F	1	9	1		1	7				2	"Psychologie Bachelor of Science"		2	1	2	53	45	91	89	96	76	70	51	77	52	52	85	70	78	68	74	60	51			2	1	1	1	5		4	4	10	82	103	93	42	52	55	132	141	168	8	36	58	30		13	19		1055		2024-03-20 22:01:49	T	F	24	24	4	1	1.03
822		"13642"	"base"	"interview"	2024-03-20 23:19:14	3	F	T	T	F	F	T	F		"Guten Tag"	5	5	3	5	5	5	4	3	4	3	5	61	4	2	4	4	3	1	3	4	1	2	3	4	4	4	4	3	2	2	3	4	4	4	4	4	3	4	4	3	3	2				4	2	5	1	1	1	4	2	3	2	2	2	4	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1				3	1	3	5		3		5	3	3		5	4	4	5	4	4	4	3	3	3	1	1	5	2	1	4	2	1	2	1	1	1	1	1	2	1	5	5	1	4	1	T	F	F	F	F	3	3	1		1	8				2	"Psychologie"		0	1	2	46	35	81	58	92	51	81	36	51	54	54	87	91	91	90	86	48	33	"Bildung, Öffentlichkeit, Soziales"		2	1	1	1	7		5	4	12	26	44	59	24	24	81	94	89	81	5	34	22	17		9	3		640		2024-03-20 23:29:54	T	F	24	24	5	1	1.53
823		"19642"	"base"	"interview"	2024-03-20 23:45:05	1	F	T	F	F	F	F	F		"Sehr geehrte*r Herr/Frau Hausach"	2	4	2	4	4	4	2	3	3	3	4	24	4	2	3	4	2	1	4	2	3	4	4	4	3	2	4	3	2	2	3	4	5	4	4	3	2	3	5	-1	-1	-1				6	3	3	2	2	1	3	3	2	3	4	2	6	3	1	3	1	2	3	1	1	1	3	3	1	3	1	1	1	1				1	1	3	4		3		4	4	4	"meiner Menschen gleicher Religion"	5	3	3	4	4	4	4	1	4	4	1	1	5	-9	1	3	4	1	3	1	1	1	1	2	4	4	4	4	4	4	1	T	F	F	F	F	8	11	1		2	8				2	"Psychologie"		6	1	2	17	25	101	68	101	-9	62	49	1	28	34	80	67	76	-9	72	47	1			2	1	1	1	5		4	5	7	74	82	144	25	52	86	92	113	106	123	42	21	16		16	2		904		2024-03-21 00:02:00	T	F	24	24	7	2	1.16
824		"16087"	"base"	"interview"	2024-03-21 00:02:51	1	T	F	F	F	F	F	F		"Guten Tag A. Hausach"	1	1	1	2	1	3	1	1	1	1	3	1	5	5	3	5	3	1	5	5	4	2	3	2	2	1	4	5	3	3	1	1	1	2	1	1	1	1	3	1	1	1				3	3	3	2	2	2	3	2	1	3	1	1	2	2	2	2	1	3	1	1	2	1	3	2	1	3	1	1	1	1				5	1	5	5		5		5	5	5		4	3	3	4	3	4	3	2	3	3	1	4	4	2	3	3	3	1	2	2	2	3	1	1	5	5	5	5	2	5	1	T	F	F	F	F	7	9	1		2	7				2	"Psychologie"		3	2	2	21	21	87	72	61	63	71	39	6	1	48	95	89	89	85	85	10	21	"Nein"		2	1	1	1	4		7	13	6	65	118	93	41	31	78	139	155	303	5	73	25	17		8	1		1182		2024-03-21 00:22:33	T	F	24	24	5	1	1.25
826			"base"	"interview"	2024-03-21 06:37:36	3	T	T	F	F	T	F	F		"Liebe/r Herr/Frau Hausach, "	1	1	1	1	1	1	1	1	1	1	1	11	5	4	3	5	5	1	1	5	5	5	5	1	2	2	5	4	4	1	1	2	2	1	3	3	1	1	3	1	1	1				6	-9	-9	3	-9	-9	3	3	6	4	1	1	6	1																				3	2	-9	4		4		4	3	4		-9	4	4	5	4	5	3	3	1	1	4	2	5	2	4	2	4	5	4	1	1	2	1	1	5	5	5	5	4	3	1	T	F	F	F	F	4	5	2		3	8				2	"Psychologie "		3	1	2	7	21	101	42	85	1	16	9	20	7	21	51	19	60	-9	12	7	14		"Nicht in der Sprache, sondern in der Alzeptanz aller Gruppen"	2	1	1	1		10	4	5	21	51	80	114	38	32	41	159	116	147	41	33	21	41		12		3	969		2024-03-21 06:53:45	T	F	26	26	9	6	1.16
827			"base"	"interview"	2024-03-21 06:59:20	3	F	T	F	F	T	F	T	"geschlechterunabhängige Begriffe wie Lehrperson/Lehrkraft (um ein anderes Beispiel zu nutzen)"	"Guten Tag A. Hausach..."	3	3	2	3	3	3	2	2	2	2	3	21	5	3	4	4	4	1	5	4	5	4	4	2	1	3	3	5	3	2	1	4		5	-1	-1	-1	3	-1	3	-1	1	"Geschlechtergerechten Sprache kann eine Option/ein Angebot sein, dann könnte ich sie leichter akzeptieren. Derzeit steht aber leider ein gewisses Dogma hinter der geschlechtergerechten Sprache und das schmälert wiederum meine Toleranzfähigkeit ihr gegenüber."			2	7	2	1	3	1	1	2	1	1	2	1	1	1	1	7	6	6	4	1	1	7	1	2	1	2	2	1	1	2				3	1	3	4	3		4	3		3	"Interessensgemeinschaften wie andere Eltern, andere mit demselben Hobby"	5	3	4	5	3	4	4	3	3	2	1	3	5	2	3	4	3	4	3	2	2	3	1	1	5	5	5	5	3	5	1	F	F	T	F	F	8	9	1		3	11		7				3		1	2	6	31	76	-9	-9	76	-9	21	-9	6	21	31	-9	-9	51	-9	21	-9		"Für mich sind alle Menschen gleich wertvoll. Mir scheint es, als ob die eine oder andere Führungsperson das manchmal vergisst. Führung heißt auch Fürsorge."	2	1	1	1		27	14	29	14	149	140	125	62	66	131	671	475	172	109	52		34	18	32		12	2235		2024-03-21 07:38:13	T	F	26	26	9	5	0.54
829			"base"	"interview"	2024-03-21 07:30:35	1	F	F	F	F	F	F	T	"Studierende (wo möglich, geschlechtsneutrale Begriffe verwenden, um Lesefluss nicht zu stören - grundsätzlich sollte Gendern oder Nicht-Gendern jedem freistehen)"	"Sehr geehrte*r A. Hausach
Guten Tag A. Hausach
Hallo A. Hausach"	5	5	5	5	5	5	5	5	5	5	5	101	1	1	2	2	1	1	1	3	1	2	3	4	5	5	3	1	1	5	4	4	4	4	4	-1	4	4	4	4	4	-1				1	3	3	1	1	1									1	3	1	1	2	1	1	1	1	3	1	1	1	1	1	1				3	1	2	4		4		3	3	4	"Veganer*innen"	4	3	3	4	3	3	3	1	1	1	1	1	5	2	1	1	1	1	2	1	1	1	1	1	1	5	5	5	1	1	1	T	F	F	F	F	3	9	1		2	8				1	"Akademiestudium mit Soziologie-Modulen"		0	1	2	51	53	76	-9	78	-9	-9	74	-9	76	51	-9	-9	-9	-9	-9	76	-9			2	1	1	1		32	5	24	21	78	354	139	44	62	82	144	159	160	11	38	344	24		12		2	1421		2024-03-21 07:59:30	T	F	26	26	11	7	0.89
833			"base"	"interview"	2024-03-21 08:25:03	1	F	T	F	F	F	F	F		"Hallo A. Hausach"	4	4	4	5	4	4	4	4	4	4	5	71	4	1	3	1	2	1	1	2	2	3	5	4	5	4	4	1	1	1	4	5		5	-1	-1	3	4	-1	4	5	4				1	7	6	1	4	4									1	7	6	6	4	1	3	7	1	6	3	4	6	1	1	6				1	1	5	5	5		5	5		2		5	4	4	4	4	4	4	2	2	4	2	3	4	3	1	4	4	4	2	1	2	1	1	1	1	5	5	4	1	4	1	F	F	T	F	F	1	9	2		3	8		7				3		1	2	88	51	86	-9	-9	91	-9	16	86	85	55	85	-9	-9	82	-9	19	57			2	1	1	1		2	3	19	4	44	61	101	28	26	59	86	96	124	6	31		26	8	15		2	741		2024-03-21 08:37:25	T	F	26	26	9	5	1.58
